346,20101229,20110110,20110105,28389,1,39,7,SO43698,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2010-12-29 00:00:00,2011-01-10 00:00:00,2011-01-05 00:00:00,Internet
330,20101231,20110112,20110107,20042,1,98,10,SO43708,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2010-12-31 00:00:00,2011-01-12 00:00:00,2011-01-07 00:00:00,Internet
311,20110101,20110113,20110108,13513,1,29,8,SO43712,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-01 00:00:00,2011-01-13 00:00:00,2011-01-08 00:00:00,Internet
311,20110102,20110114,20110109,13591,1,98,10,SO43714,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-02 00:00:00,2011-01-14 00:00:00,2011-01-09 00:00:00,Internet
311,20110103,20110115,20110110,13264,1,29,8,SO43720,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-03 00:00:00,2011-01-15 00:00:00,2011-01-10 00:00:00,Internet
310,20110103,20110115,20110110,13590,1,98,10,SO43721,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-03 00:00:00,2011-01-15 00:00:00,2011-01-10 00:00:00,Internet
312,20110104,20110116,20110111,13581,1,98,10,SO43722,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-04 00:00:00,2011-01-16 00:00:00,2011-01-11 00:00:00,Internet
311,20110105,20110117,20110112,13258,1,29,8,SO43725,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-05 00:00:00,2011-01-17 00:00:00,2011-01-12 00:00:00,Internet
346,20110106,20110118,20110113,11238,1,98,10,SO43729,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-06 00:00:00,2011-01-18 00:00:00,2011-01-13 00:00:00,Internet
311,20110108,20110120,20110115,13261,1,29,8,SO43737,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-08 00:00:00,2011-01-20 00:00:00,2011-01-15 00:00:00,Internet
312,20110108,20110120,20110115,11606,1,39,7,SO43738,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-08 00:00:00,2011-01-20 00:00:00,2011-01-15 00:00:00,Internet
310,20110108,20110120,20110115,13563,1,98,10,SO43739,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-08 00:00:00,2011-01-20 00:00:00,2011-01-15 00:00:00,Internet
314,20110109,20110121,20110116,13576,1,98,10,SO43742,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-09 00:00:00,2011-01-21 00:00:00,2011-01-16 00:00:00,Internet
311,20110111,20110123,20110118,11591,1,39,7,SO43750,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-11 00:00:00,2011-01-23 00:00:00,2011-01-18 00:00:00,Internet
313,20110111,20110123,20110118,11592,1,39,7,SO43751,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-11 00:00:00,2011-01-23 00:00:00,2011-01-18 00:00:00,Sale
311,20110111,20110123,20110118,13265,1,29,8,SO43752,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-11 00:00:00,2011-01-23 00:00:00,2011-01-18 00:00:00,Internet
332,20110112,20110124,20110119,19941,1,98,10,SO43756,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2011-01-12 00:00:00,2011-01-24 00:00:00,2011-01-19 00:00:00,Internet
310,20110113,20110125,20110120,13257,1,29,8,SO43759,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-13 00:00:00,2011-01-25 00:00:00,2011-01-20 00:00:00,Internet
314,20110117,20110129,20110124,13260,1,29,8,SO43776,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-17 00:00:00,2011-01-29 00:00:00,2011-01-24 00:00:00,Internet
311,20110118,20110130,20110125,11599,1,39,7,SO43780,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-18 00:00:00,2011-01-30 00:00:00,2011-01-25 00:00:00,Internet
311,20110119,20110131,20110126,11601,1,39,7,SO43785,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-19 00:00:00,2011-01-31 00:00:00,2011-01-26 00:00:00,Internet
311,20110119,20110131,20110126,11607,1,39,7,SO43786,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-19 00:00:00,2011-01-31 00:00:00,2011-01-26 00:00:00,Internet
344,20110119,20110131,20110126,29385,1,29,8,SO43787,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,,,2011-01-19 00:00:00,2011-01-31 00:00:00,2011-01-26 00:00:00,Internet
351,20110119,20110131,20110126,11239,1,98,10,SO43788,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,,,2011-01-19 00:00:00,2011-01-31 00:00:00,2011-01-26 00:00:00,Internet
342,20110120,20110201,20110127,17956,1,39,7,SO43796,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,,,2011-01-20 00:00:00,2011-02-01 00:00:00,2011-01-27 00:00:00,Internet
311,20110121,20110202,20110128,13583,1,98,10,SO43801,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,,,2011-01-21 00:00:00,2011-02-02 00:00:00,2011-01-28 00:00:00,Sale
